user_id,account_type,region,signup_date,is_active
user_228,Premium,South America,2015-11-02,False
user_229,Enterprise,Europe,2021-06-08,
user_230,Enterprise,,2019-07-26,True
user_231,Free,Asia,2018-08-28,True
user_232,Enterprise,North America,2016-12-14,True
user_233,Enterprise,North America,2016-08-27,True
user_234,Free,North America,2022-06-18,
user_235,Enterprise,,2016-06-19,False
user_236,Premium,Europe,2022-12-13,True
user_237,Free,,2015-09-10,False
user_238,Premium,Oceania,2023-01-22,True
user_239,Premium,Africa,2022-03-13,True
user_240,,South America,,True
user_241,Enterprise,North America,,True
user_242,Enterprise,South America,2018-11-07,False
user_243,Enterprise,Africa,2020-09-10,True
user_244,Premium,Oceania,2024-08-06,True
user_245,Enterprise,Asia,2020-12-30,
user_246,Free,Africa,2024-10-13,True
user_247,Premium,Oceania,2024-07-09,False
user_248,Enterprise,South America,2018-12-22,True
user_249,Free,South America,2019-04-15,False
user_250,Free,Africa,2020-09-29,True
user_251,,South America,2021-05-10,False
user_252,Premium,Africa,2016-03-31,False
user_253,Premium,North America,2022-08-06,True
user_254,Free,Africa,2015-03-23,False
user_255,,,,
user_256,,Africa,2024-03-08,False
user_257,Free,Africa,2021-02-28,True
user_258,,North America,2020-03-15,True
user_259,Premium,Europe,2015-01-21,True
user_260,,South America,,False
user_261,Enterprise,Oceania,2023-12-05,False
user_262,Enterprise,,2019-10-25,True
user_263,Free,South America,2015-12-27,
user_264,Free,Asia,2015-08-13,True
user_265,Free,,2015-06-08,
user_266,Enterprise,Oceania,2021-08-07,True
user_267,Free,Europe,2024-08-26,False
user_268,,South America,2020-05-30,False
user_269,Enterprise,,2017-07-02,False
user_270,Premium,Europe,2020-02-05,False
user_271,Premium,North America,2018-04-26,False
user_272,Free,North America,2018-01-26,False
user_273,Free,North America,,
user_274,Free,Oceania,2024-04-22,False
user_275,Premium,,2024-11-15,False
user_276,Premium,Europe,2019-07-08,False
user_277,,North America,2021-08-14,True
user_278,Premium,Europe,2021-12-29,True
user_279,Free,South America,,True
user_280,Premium,North America,2020-04-09,False
user_281,Free,North America,2020-08-31,False
user_282,,Oceania,2020-02-22,False
user_283,Enterprise,North America,2019-08-09,True
user_284,Free,North America,2023-01-11,False
user_285,Enterprise,Oceania,2019-05-29,False
user_286,Enterprise,North America,2023-10-11,True
user_287,Enterprise,Asia,2019-07-27,False
user_288,Free,Asia,2019-01-30,False
user_289,,Africa,2023-08-23,False
user_290,Premium,North America,2020-07-30,False
user_291,Enterprise,Oceania,2024-10-12,True
user_292,Enterprise,Oceania,2021-12-12,True
user_293,,Africa,2022-05-10,True
user_294,Enterprise,Africa,2024-03-16,False
user_295,,Africa,2024-07-21,True
user_296,Free,Asia,2020-03-03,True
user_297,Premium,Europe,2020-10-07,True
user_298,Premium,North America,2022-01-07,False
user_299,Premium,North America,2024-07-30,False
user_300,Enterprise,Africa,2022-06-01,False
user_301,Free,North America,2021-08-11,False
user_302,Free,Europe,2017-12-21,False
user_303,Enterprise,Asia,2022-03-19,False
user_304,Free,Europe,2016-11-21,False
user_305,Enterprise,Asia,2021-03-10,
user_306,Enterprise,South America,2019-01-22,False
user_307,Free,Europe,2023-06-21,True
user_308,Premium,Africa,2022-10-04,
user_309,,North America,2022-06-22,
user_310,Free,Oceania,2017-03-23,False
user_311,Premium,Asia,2021-08-09,True
user_312,Enterprise,North America,2016-03-11,True
user_313,Premium,Asia,2017-05-06,
user_314,Enterprise,Oceania,,True
user_315,Premium,North America,,
user_316,Premium,North America,2016-10-17,
user_317,Free,Africa,2023-06-10,True
user_318,,North America,2018-01-09,
user_319,Free,Europe,2019-02-21,False
user_320,Free,Oceania,2019-06-12,False
user_321,Free,Europe,2021-02-15,True
user_322,Free,Oceania,2019-09-26,True
user_323,Enterprise,North America,2024-09-02,False
user_324,Enterprise,Oceania,2016-12-10,False
user_325,Enterprise,Europe,2021-08-04,True
user_326,Enterprise,Africa,,True
user_327,Enterprise,Europe,2022-03-15,False
user_328,Free,,2015-04-28,True
user_329,Premium,,,False
user_330,Premium,Oceania,2019-09-14,
user_331,Enterprise,Asia,2021-04-10,True
user_332,Enterprise,,2023-03-22,False
user_333,Free,Asia,2023-04-29,True
user_334,Enterprise,South America,2021-03-13,False
user_335,Free,Asia,2021-02-16,True
user_336,Free,Africa,2018-11-19,True
user_337,,South America,2022-01-15,True
user_338,Enterprise,Africa,2021-09-14,True
user_339,Free,South America,,False
user_340,Premium,Oceania,2023-12-04,
user_341,Free,North America,,False
user_342,Premium,Europe,2022-05-14,True
user_343,Free,Africa,2018-05-21,False
user_344,Free,North America,2016-11-21,
user_345,Enterprise,North America,2019-10-01,
user_346,Free,Oceania,2016-12-04,True
user_347,,South America,2024-02-09,
user_348,Enterprise,Africa,2022-07-06,False
user_349,Premium,Asia,2015-04-12,
user_350,,Oceania,,False
user_351,Premium,Asia,,True
user_352,Free,,2023-11-24,
user_353,Enterprise,Oceania,2016-06-26,True
user_354,Premium,Oceania,2019-12-11,True
user_355,Enterprise,Oceania,2024-11-27,
user_356,Premium,South America,2022-01-19,
user_357,Enterprise,Europe,2020-04-12,False
user_358,Premium,,,True
user_359,Free,North America,2024-10-27,False
user_360,Free,Europe,2022-01-02,False
user_361,Enterprise,South America,2022-07-11,False
user_362,,North America,2020-01-27,True
user_363,Free,Africa,2019-12-26,True
user_364,Free,Oceania,2021-12-05,True
user_365,Enterprise,,,False
user_366,Enterprise,Oceania,2019-11-23,False
user_367,Enterprise,,2020-11-15,False
user_368,Premium,South America,,True
user_369,Premium,,2024-04-18,False
user_370,Enterprise,South America,2019-04-19,False
user_371,Free,South America,2023-05-15,False
user_372,,South America,2019-11-28,False
user_373,Enterprise,,2022-11-17,True
user_374,Premium,Asia,2024-02-01,False
user_375,Free,Europe,2023-11-10,True
user_376,Premium,Africa,2023-07-01,False
user_377,Premium,North America,2021-03-28,True
user_378,,,2019-09-02,True
user_379,Free,South America,2017-03-14,True
user_380,Free,,2017-12-14,
user_381,Free,Asia,2023-12-26,True
user_382,,Europe,2018-05-17,False
user_383,Enterprise,,2020-05-26,True
user_384,Free,Africa,2017-07-18,True
user_385,Enterprise,,2015-08-05,True
user_386,Premium,Africa,2021-05-24,False
user_387,Free,Europe,2017-06-19,True
user_388,Enterprise,Europe,2023-08-14,False
user_389,Free,Oceania,,False
user_390,Free,Oceania,2018-02-13,True
user_391,Premium,South America,,True
user_392,Enterprise,South America,2018-01-26,True
user_393,Premium,Africa,2022-07-11,True
user_394,Premium,Africa,2024-01-06,False
user_395,Enterprise,Asia,2022-10-08,True
user_396,Premium,South America,2017-07-30,False
user_397,Free,Oceania,2020-07-25,True
user_398,Enterprise,South America,2020-07-12,False
user_399,Enterprise,South America,,False
user_400,Enterprise,Africa,2015-05-28,
user_401,Enterprise,Europe,2020-01-22,True
user_402,Free,Africa,2018-05-30,False
user_403,Free,Oceania,,True
user_404,Premium,Europe,2020-05-24,True
user_405,Premium,Asia,2023-02-11,False
user_406,,Africa,2021-04-01,True
user_407,Free,Europe,,False
user_408,Premium,Asia,2018-09-26,True
user_409,,North America,2022-11-09,True
user_410,Premium,Asia,2017-05-23,True
user_411,Enterprise,Oceania,2020-03-17,False
user_412,Enterprise,North America,2020-05-24,True
user_413,,Asia,2022-04-13,True
user_414,Enterprise,Europe,2018-06-23,False
user_415,Premium,Asia,2019-11-16,False
user_416,Premium,Oceania,,True
user_417,Free,Oceania,2016-11-25,True
user_418,Enterprise,South America,2022-04-20,True
user_419,Premium,,2018-07-24,True
user_420,,,2015-09-25,True
user_421,Free,,2024-04-15,True
user_422,Free,Africa,,True
user_423,Free,South America,2019-09-26,True
user_424,Premium,Europe,,True
user_425,Premium,,2024-10-15,False
user_426,Premium,Europe,2018-10-25,False
user_427,Premium,Oceania,2021-07-20,True
user_428,Enterprise,North America,2015-06-04,True
user_429,Free,Africa,2020-11-24,False
user_430,Enterprise,,2018-09-27,True
user_431,Premium,Asia,2017-12-06,True
user_432,Premium,South America,2018-01-23,False
user_433,Enterprise,North America,2015-07-20,True
user_434,Premium,North America,2015-05-10,False
user_435,Free,North America,,True
user_436,,Oceania,2015-04-24,False
user_437,Enterprise,South America,,True
user_438,,Africa,2023-04-07,True
user_439,Enterprise,South America,2020-07-13,True
user_440,Free,South America,2020-06-28,False
user_441,Free,North America,2017-05-09,True
user_442,Enterprise,Asia,2015-09-13,True
user_443,Free,Oceania,2016-07-12,False
user_444,Enterprise,Europe,2023-09-27,True
user_445,Premium,South America,2020-02-09,False
user_446,Free,Africa,2015-09-07,True
user_447,Premium,Africa,2024-11-02,False
user_448,Free,South America,2021-03-15,False
user_449,,,2021-02-19,False
user_450,Free,South America,2020-01-12,False
user_451,Free,South America,2015-10-02,False
user_452,,South America,2023-08-31,False
user_453,Enterprise,Oceania,2023-10-22,False
user_454,Free,South America,2021-08-21,
user_455,Enterprise,Asia,2024-01-27,False
user_456,Free,Asia,2024-10-29,False
user_457,Free,North America,2022-02-01,False
user_458,Premium,North America,2023-07-21,True
user_459,Enterprise,Asia,2023-11-28,False
user_460,,North America,2023-05-15,False
user_461,Free,,2020-05-03,True
user_462,Enterprise,Oceania,2021-08-11,False
user_463,Enterprise,Asia,2020-01-26,False
user_464,Enterprise,South America,,True
user_465,,South America,2022-08-21,True
user_466,Premium,Africa,2019-09-11,True
user_467,Free,South America,2016-03-06,False
user_468,Free,,2018-01-15,True
user_469,Free,Oceania,2022-01-09,True
user_470,Free,South America,2022-07-02,True
user_471,Premium,North America,2016-02-23,False
user_472,Premium,South America,2015-03-27,False
user_473,Free,Africa,,True
user_474,Premium,South America,2017-09-06,True
user_475,Premium,South America,2018-06-04,False
user_476,Free,,2020-08-09,True
user_477,Premium,Africa,2018-10-08,True
user_478,Free,South America,2015-12-09,True
user_479,Free,,2015-10-28,True
user_480,Enterprise,Oceania,2016-07-07,False
user_481,Premium,North America,2021-06-19,False
user_482,Free,Africa,2017-10-11,True
user_483,Premium,Oceania,,True
user_484,Premium,Europe,,False
user_485,Premium,Oceania,2022-09-09,True
user_486,Premium,Europe,2022-02-15,True
user_487,Free,North America,2022-02-22,False
user_488,Premium,South America,2016-04-13,True
user_489,Enterprise,,2018-03-04,True
user_490,Free,Europe,2023-05-21,True
user_491,Enterprise,Africa,2020-06-22,True
user_492,Enterprise,Asia,2020-04-19,
user_493,Enterprise,,2023-03-26,True
user_494,Premium,Oceania,2023-02-08,False
user_495,Enterprise,Oceania,2023-03-23,False
user_496,,Africa,,False
user_497,Free,,2020-07-25,
user_498,Premium,,2021-03-20,True
user_499,Premium,,2015-04-07,False
user_500,Free,Africa,2020-12-05,True
user_501,Enterprise,Europe,2018-08-13,False
user_502,Premium,South America,,True
user_503,Enterprise,Europe,2016-05-02,False
user_504,Premium,South America,2021-03-05,False
user_505,Free,Oceania,2016-10-02,False
user_506,Enterprise,Oceania,,
user_507,Enterprise,North America,2017-12-22,False
user_508,Enterprise,Europe,2021-06-12,True
user_509,Enterprise,,2016-12-19,True
user_510,Premium,Europe,2024-09-07,True
user_511,Premium,Africa,2020-10-11,True
user_512,Premium,Europe,2020-05-25,True
user_513,,North America,2020-02-10,True
user_514,,Africa,2022-06-16,False
user_515,Premium,Oceania,,True
user_516,Enterprise,Asia,2017-03-09,
user_517,Free,South America,2023-02-06,
user_518,Premium,Oceania,2019-10-25,
user_519,Premium,North America,2023-02-03,False
user_520,Enterprise,Europe,2018-09-23,True
user_521,Free,Asia,2015-12-27,False
user_522,Free,Asia,2022-04-07,True
user_523,Premium,Asia,,False
user_524,Enterprise,Europe,2016-07-29,True
user_525,Enterprise,,,True
user_526,Enterprise,South America,2017-04-06,True
user_527,Free,North America,2023-10-14,False
user_528,Enterprise,North America,2024-09-26,False
user_529,Free,Africa,2022-11-18,False
user_530,Enterprise,Asia,2019-01-04,False
user_531,Premium,Africa,2019-02-23,False
user_532,,Asia,2018-05-09,True
user_533,Enterprise,Europe,2017-08-31,True
user_534,Free,Asia,2020-11-09,False
user_535,Enterprise,South America,2015-06-23,True
user_536,Enterprise,Oceania,2023-06-07,
user_537,Premium,North America,2023-06-11,False
user_538,Free,Asia,,True
user_539,Free,Oceania,2015-11-27,False
user_540,Premium,Europe,2018-09-13,True
user_541,,Africa,2020-07-25,False
user_542,Free,Asia,2016-12-22,
user_543,Enterprise,Oceania,2015-06-12,False
user_544,Enterprise,Africa,2018-03-26,True
user_545,,Europe,2017-03-17,False
user_546,Free,Africa,2016-05-08,True
user_547,Premium,North America,2020-01-02,False
user_548,Free,,2019-03-22,False
user_549,Enterprise,Africa,2023-03-22,True
user_550,Premium,Africa,2017-09-11,False
user_551,Free,Africa,2021-04-25,False
user_552,,North America,2023-10-21,False
user_553,Free,South America,2020-09-13,False
user_554,Enterprise,Africa,2024-12-04,True
user_555,Free,Africa,2020-03-01,False
user_556,,Asia,,False
user_557,Premium,Oceania,2023-06-23,True
user_558,,South America,2015-09-16,False
user_559,Enterprise,North America,2016-09-09,True
user_560,Enterprise,South America,2017-05-19,True
user_561,Premium,Europe,2021-03-10,True
user_562,,Oceania,2016-07-10,True
user_563,Premium,Oceania,2018-05-22,True
user_564,Premium,North America,2017-06-28,False
user_565,Free,Oceania,,False
user_566,Enterprise,Oceania,2016-08-26,False
user_567,Enterprise,Asia,2017-09-20,True
user_568,Premium,Oceania,2024-02-29,False
user_569,Free,North America,2022-05-31,True
user_570,Enterprise,South America,2022-12-18,True
user_571,Premium,Africa,2016-08-17,True
user_572,Free,South America,2018-05-07,True
user_573,,Europe,2024-06-17,True
user_574,Free,Asia,2019-09-05,
user_575,Free,Asia,,False
user_576,Enterprise,Oceania,2015-06-10,False
user_577,Premium,Europe,2016-07-20,False
user_578,Premium,Africa,2020-11-18,True
user_579,Premium,Oceania,,
user_580,Premium,North America,2021-11-28,
user_581,Enterprise,,2022-07-21,False
user_582,Free,Oceania,2021-02-16,False
user_583,Premium,Asia,2015-04-18,False
user_584,Premium,Europe,2016-04-07,True
user_585,Premium,,2024-04-05,True
user_586,Free,Europe,2019-01-13,True
user_587,Premium,South America,2015-08-17,False
user_588,Premium,Africa,2023-04-08,False
user_589,Premium,Africa,2018-11-16,True
user_590,Free,Africa,,False
user_591,,Oceania,2019-06-22,True
user_592,Free,Asia,2021-12-16,False
user_593,,,2022-04-04,False
user_594,Free,Oceania,2019-12-13,True
user_595,Enterprise,South America,2023-07-07,False
user_596,Premium,Africa,,True
user_597,,Asia,2021-02-28,True
user_598,Enterprise,,2015-10-17,True
user_599,Free,Oceania,,True
user_600,Enterprise,Oceania,2022-03-10,True
user_601,Free,Oceania,2019-11-12,
user_602,Enterprise,Oceania,,False
user_603,,North America,2020-07-15,True
user_604,Premium,Africa,2018-10-28,True
user_605,Free,,2019-11-22,True
user_606,Free,South America,,True
user_607,Premium,Oceania,2017-11-26,True
user_608,,Africa,2019-07-27,False
user_609,Enterprise,North America,2019-05-14,False
user_610,Enterprise,,2020-08-29,True
user_611,Free,Europe,2020-05-21,
user_612,Premium,South America,2020-03-17,True
user_613,Premium,,2020-07-29,
user_614,Premium,North America,2016-11-09,False
user_615,Enterprise,Europe,2016-05-21,False
user_616,Free,Europe,,True
user_617,Enterprise,Africa,2015-08-14,True
user_618,Enterprise,Asia,2016-07-14,True
user_619,Free,Europe,2022-03-27,False
user_620,Premium,Europe,2023-03-19,
user_621,Enterprise,North America,2023-05-05,True
user_622,Enterprise,South America,2020-09-17,True
user_623,Free,North America,2024-02-01,True
user_624,Free,North America,2016-08-09,False
user_625,Premium,Africa,2021-07-16,True
user_626,Premium,Europe,2015-11-30,False
user_627,Premium,North America,2018-01-10,True
user_628,Premium,Oceania,2019-01-19,False
user_629,Premium,,2021-01-04,True
user_630,Enterprise,Europe,2024-03-31,False
user_631,Enterprise,Europe,,False
user_632,Free,North America,2019-08-25,False
user_633,Free,Europe,2017-05-01,False
user_634,Premium,Africa,2024-08-24,True
user_635,,North America,2021-11-10,False
user_636,Premium,Africa,2019-12-09,False
user_637,,Europe,2024-03-12,False
user_638,Premium,Africa,,
user_639,Free,Asia,2015-06-20,False
user_640,Enterprise,Oceania,2021-07-13,False
user_641,Premium,Europe,2017-10-26,True
user_642,Enterprise,Asia,,False
user_643,,North America,2019-01-27,False
user_644,Premium,,2021-10-18,True
user_645,,North America,2020-12-28,False
user_646,Premium,Oceania,2017-04-12,True
user_647,Premium,South America,2017-06-25,True
user_648,Premium,North America,,True
user_649,Premium,North America,2024-01-21,False
user_650,Premium,Asia,2023-08-27,False
user_651,Premium,Africa,2021-03-28,True
user_652,Premium,North America,2021-01-06,
user_653,Enterprise,North America,2018-01-01,False
user_654,Free,,2019-04-15,True
user_655,Enterprise,Oceania,2020-06-18,
user_656,Free,Asia,2015-04-16,False
user_657,Enterprise,Europe,2021-08-10,False
user_658,Free,North America,2017-01-29,False
user_659,Enterprise,Asia,,False
user_660,Premium,Europe,2015-09-29,
user_661,Enterprise,South America,2017-01-08,
user_662,Premium,Africa,2019-08-02,True
user_663,Free,South America,2023-12-29,False
user_664,Premium,Oceania,2016-01-30,
user_665,Premium,Asia,2017-04-24,False
user_666,Free,Oceania,2017-04-25,False
user_667,Free,South America,,False
user_668,Free,Africa,2019-02-22,False
user_669,Premium,,2023-07-04,True
user_670,Free,Africa,2023-03-03,False
user_671,Enterprise,South America,2016-04-05,True
user_672,Enterprise,Asia,2019-08-28,False
user_673,Enterprise,Oceania,2024-07-11,False
user_674,Free,Europe,2024-02-28,
user_675,Free,Oceania,2021-04-07,True
user_676,Enterprise,South America,,False
user_677,Enterprise,Europe,2016-02-09,False
user_678,Premium,Asia,2022-06-01,False
user_679,Free,Asia,2017-11-15,True
user_680,Free,Africa,2021-08-11,False
user_681,Premium,Africa,2024-04-08,False
user_682,Enterprise,,2021-01-21,False
user_683,Free,South America,,False
user_684,Enterprise,South America,2023-07-02,False
user_685,Enterprise,Oceania,,True
user_686,Free,Africa,2017-08-01,True
user_687,Enterprise,South America,2022-06-20,True
user_688,Free,South America,2022-09-25,False
user_689,Premium,Oceania,2023-02-25,
user_690,Enterprise,Africa,2017-12-21,True
user_691,Premium,North America,2016-06-01,False
user_692,Free,Europe,2024-08-01,True
user_693,Premium,Europe,2021-01-30,False
user_694,Free,Europe,2015-05-12,False
user_695,Enterprise,,2016-11-21,False
user_696,Enterprise,Asia,,False
user_697,,Africa,2023-06-16,
user_698,,Asia,2019-07-04,False
user_699,Free,Oceania,2019-06-26,False
user_700,Enterprise,Asia,2019-12-14,
user_701,Premium,,2023-08-01,False
user_702,Enterprise,South America,,False
user_703,Enterprise,North America,,True
user_704,,South America,2017-01-25,
user_705,Free,Africa,2017-03-29,True
user_706,Free,North America,,False
user_707,Premium,Asia,2017-08-06,False
